"RecordNumber","Author","Coding","Theory","Year"
2592,"Richardson, A., Allen, J. A., Xiao, H. and Vallone, D.","Healthcare/Attitude/Trust","NA",2012
2592,"Richardson, A., Allen, J. A., Xiao, H. and Vallone, D.","Internet/Attitude/Trust","NA",2012
2592,"Richardson, A., Allen, J. A., Xiao, H. and Vallone, D.","Non-healthcare/Attitude/Trust","NA",2012
2592,"Richardson, A., Allen, J. A., Xiao, H. and Vallone, D.","S/Financial-Income","NA",2012
2594,"Renahy, E., Parizot, I. and Chauvin, P.","S/Financial-Capital","NA",2008
2594,"Renahy, E., Parizot, I. and Chauvin, P.","Attitude/Concern","NA",2008
2594,"Renahy, E., Parizot, I. and Chauvin, P.","Health Cond","NA",2008
2594,"Renahy, E., Parizot, I. and Chauvin, P.","Health Cond/Family","NA",2008
2594,"Renahy, E., Parizot, I. and Chauvin, P.","S/Age","NA",2008
2594,"Renahy, E., Parizot, I. and Chauvin, P.","S/Household","NA",2008
2594,"Renahy, E., Parizot, I. and Chauvin, P.","S/Gender","NA",2008
2594,"Renahy, E., Parizot, I. and Chauvin, P.","S/Health/Health Literacy","NA",2008
2594,"Renahy, E., Parizot, I. and Chauvin, P.","S/Society/Engagement","NA",2008
2594,"Renahy, E., Parizot, I. and Chauvin, P.","Internet/Access","NA",2008
2594,"Renahy, E., Parizot, I. and Chauvin, P.","Internet/Experience","NA",2008
2594,"Renahy, E., Parizot, I. and Chauvin, P.","S/Financial-Income","NA",2008
2604,"Percheski, C. and Hargittai, E.","S/Age","NA",2011
2604,"Percheski, C. and Hargittai, E.","S/Race or Ethnicity","NA",2011
2604,"Percheski, C. and Hargittai, E.","S/Education","NA",2011
2604,"Percheski, C. and Hargittai, E.","Internet/Access","NA",2011
2604,"Percheski, C. and Hargittai, E.","Internet/Experience","NA",2011
2604,"Percheski, C. and Hargittai, E.","S/Society/Engagement","NA",2011
2604,"Percheski, C. and Hargittai, E.","S/Household","NA",2011
2612,"Oh, K. M., Kreps, G. L., Jun, J., Chong, E. and Ramsey, L.","Source/Healthcare","NA",2012
2612,"Oh, K. M., Kreps, G. L., Jun, J., Chong, E. and Ramsey, L.","Internet/Type","NA",2012
2612,"Oh, K. M., Kreps, G. L., Jun, J., Chong, E. and Ramsey, L.","Non-healthcare/Type","NA",2012
2619,"Nan, X., Underhill, J., Jiang, H., Shen, H. and Kuch, B.","Health Cond/Beliefs","RPA Framework",2012
2619,"Nan, X., Underhill, J., Jiang, H., Shen, H. and Kuch, B.","Health/Risk/Beliefs","RPA Framework",2012
2619,"Nan, X., Underhill, J., Jiang, H., Shen, H. and Kuch, B.","S/Age","RPA Framework",2012
2619,"Nan, X., Underhill, J., Jiang, H., Shen, H. and Kuch, B.","S/Education","RPA Framework",2012
2619,"Nan, X., Underhill, J., Jiang, H., Shen, H. and Kuch, B.","S/Gender","RPA Framework",2012
2619,"Nan, X., Underhill, J., Jiang, H., Shen, H. and Kuch, B.","S/Race or Ethnicity","RPA Framework",2012
2620,"Nagler, R. H., Puleo, E., Sprunck-Harrild, K., Viswanath, K. and Emmons, K. M.","Health Behav","NA",2014
2620,"Nagler, R. H., Puleo, E., Sprunck-Harrild, K., Viswanath, K. and Emmons, K. M.","Health Cond","NA",2014
2620,"Nagler, R. H., Puleo, E., Sprunck-Harrild, K., Viswanath, K. and Emmons, K. M.","Health Cond/Beliefs","NA",2014
2620,"Nagler, R. H., Puleo, E., Sprunck-Harrild, K., Viswanath, K. and Emmons, K. M.","Health Cond/Duration","NA",2014
2620,"Nagler, R. H., Puleo, E., Sprunck-Harrild, K., Viswanath, K. and Emmons, K. M.","S/Age","NA",2014
2620,"Nagler, R. H., Puleo, E., Sprunck-Harrild, K., Viswanath, K. and Emmons, K. M.","S/Education","NA",2014
2621,"Nagler, R. H., Gray, S. W., Romantan, A., Kelly, B. J., DeMichele, A., Armstrong, K., Schwartz, J. S. and Hornik, R. C.","Health Cond","NA",2010
2621,"Nagler, R. H., Gray, S. W., Romantan, A., Kelly, B. J., DeMichele, A., Armstrong, K., Schwartz, J. S. and Hornik, R. C.","Health Cond/Treatment","NA",2010
2621,"Nagler, R. H., Gray, S. W., Romantan, A., Kelly, B. J., DeMichele, A., Armstrong, K., Schwartz, J. S. and Hornik, R. C.","S/Age","NA",2010
2621,"Nagler, R. H., Gray, S. W., Romantan, A., Kelly, B. J., DeMichele, A., Armstrong, K., Schwartz, J. S. and Hornik, R. C.","S/Education","NA",2010
2622,"Muusses, L. D., Van Weert, J. C. M., Van Dulmen, S. and Jansen, J.","Affect","Wilsons Model of Information Behaviour;",2012
2622,"Muusses, L. D., Van Weert, J. C. M., Van Dulmen, S. and Jansen, J.","Health Cond/Treatment","Wilsons Model of Information Behaviour;",2012
2622,"Muusses, L. D., Van Weert, J. C. M., Van Dulmen, S. and Jansen, J.","Info/Info Needs","Wilsons Model of Information Behaviour;",2012
2622,"Muusses, L. D., Van Weert, J. C. M., Van Dulmen, S. and Jansen, J.","S/Age","Wilsons Model of Information Behaviour;",2012
2622,"Muusses, L. D., Van Weert, J. C. M., Van Dulmen, S. and Jansen, J.","S/Education","Wilsons Model of Information Behaviour;",2012
2632,"Mesch, G., Mano, R. and Tsamir, J.","Health Cond","NA",2012
2632,"Mesch, G., Mano, R. and Tsamir, J.","S/Age","NA",2012
2632,"Mesch, G., Mano, R. and Tsamir, J.","S/Education","NA",2012
2632,"Mesch, G., Mano, R. and Tsamir, J.","S/Gender","NA",2012
2632,"Mesch, G., Mano, R. and Tsamir, J.","S/Race or Ethnicity","NA",2012
2632,"Mesch, G., Mano, R. and Tsamir, J.","Healthcare/Beliefs","NA",2012
2635,"McRee, A. L., Reiter, P. L. and Brewer, N. T.","Health Cond/Beliefs","Health Belief Model (HBM)",2012
2637,"McCloud, R. F., Jung, M., Gray, S. W. and Viswanath, K.","S/Age","Uncertainty Management Theory",2013
2637,"McCloud, R. F., Jung, M., Gray, S. W. and Viswanath, K.","S/Education","Uncertainty Management Theory",2013
2637,"McCloud, R. F., Jung, M., Gray, S. W. and Viswanath, K.","S/Gender","Uncertainty Management Theory",2013
2637,"McCloud, R. F., Jung, M., Gray, S. W. and Viswanath, K.","S/Health/Health Literacy","Uncertainty Management Theory",2013
2637,"McCloud, R. F., Jung, M., Gray, S. W. and Viswanath, K.","S/Financial-Income","Uncertainty Management Theory",2013
2647,"Lu, H. Y.","S/Location","Theory of Planned Behavior (TPB)",2014
2647,"Lu, H. Y.","Society/Subjective Norms","Theory of Planned Behavior (TPB)",2014
2647,"Lu, H. Y.","Attitude","Theory of Planned Behavior (TPB)",2014
2647,"Lu, H. Y.","Self-Efficacy/Perceived Behavioral Control","Theory of Planned Behavior (TPB)",2014
2647,"Lu, H. Y.","Health/Risk/Beliefs","Theory of Planned Behavior (TPB)",2014
2648,"Lorence, D. P., Park, H. and Fox, S.","Health Cond","NA",2006
2648,"Lorence, D. P., Park, H. and Fox, S.","S/Age","NA",2006
2648,"Lorence, D. P., Park, H. and Fox, S.","S/Gender","NA",2006
2648,"Lorence, D. P., Park, H. and Fox, S.","Internet/Experience","NA",2006
2650,"Liu, Y., Farris, K. B. and Doucette, W. R.","Self-Efficacy","Theory of Planned Behavior (TPB);Bagozzi Appraisal of Means",2011
2650,"Liu, Y., Farris, K. B. and Doucette, W. R.","Health Cond","Theory of Planned Behavior (TPB);Bagozzi Appraisal of Means",2011
2652,"Liang, H., Xue, Y. and Chase, S. K.","Health Cond","The Technology Acceptance Model (TAM)",2011
2652,"Liang, H., Xue, Y. and Chase, S. K.","Info/Beliefs","The Technology Acceptance Model (TAM)",2011
2652,"Liang, H., Xue, Y. and Chase, S. K.","Source/Beliefs","The Technology Acceptance Model (TAM)",2011
2653,"Li, Y., Polk, J. and Plankey, M.","Health Cond","NA",2013
2653,"Li, Y., Polk, J. and Plankey, M.","S/Age","NA",2013
2654,"Leung, L.","Health Cond/Treatment","Expectancy Value Paradigm",2008
2654,"Leung, L.","Internet/Access","Expectancy Value Paradigm",2008
2654,"Leung, L.","Internet/Beliefs","Expectancy Value Paradigm",2008
2659,"Laz, T. H. and Berenson, A. B.","S/Race or Ethnicity","NA",2013
2662,"Lam, M. K. and Lam, L. T.","S/Education","NA",2012
2663,"Kye, S. Y., Yun, E. H. and Park, K.","Health Behav","NA",2012
2663,"Kye, S. Y., Yun, E. H. and Park, K.","Health Cond/Beliefs","NA",2012
2663,"Kye, S. Y., Yun, E. H. and Park, K.","S/Education","NA",2012
2669,"Kim, K. and Kwon, N.","Info/Health/Info Seeking/Beliefs","NA",2010
2669,"Kim, K. and Kwon, N.","S/Age","NA",2010
2669,"Kim, K. and Kwon, N.","S/Gender","NA",2010
2669,"Kim, K. and Kwon, N.","S/Society/Engagement","NA",2010
2703,"Ginossar, T.","Health/Beliefs","Comprehensive Model of Information Seeking (CMIS)",2014
2703,"Ginossar, T.","S/Education","Comprehensive Model of Information Seeking (CMIS)",2014
2703,"Ginossar, T.","S/Household","Comprehensive Model of Information Seeking (CMIS)",2014
2707,"Garcia-Cosavalente, H. P., Wood, L. E. and Obregon, R.","S/Education","NA",2010
2707,"Garcia-Cosavalente, H. P., Wood, L. E. and Obregon, R.","S/Location","NA",2010
2712,"Fogel, J., Fajiram, S. and Morgan, P. D.","S/Race or Ethnicity","NA",2010
2712,"Fogel, J., Fajiram, S. and Morgan, P. D.","S/Gender","NA",2010
2712,"Fogel, J., Fajiram, S. and Morgan, P. D.","Internal locus of control","NA",2010
2719,"Dobransky, K. and Hargittai, E.","S/Gender","NA",2012
2719,"Dobransky, K. and Hargittai, E.","S/Race or Ethnicity","NA",2012
2719,"Dobransky, K. and Hargittai, E.","Health/Beliefs","NA",2012
2719,"Dobransky, K. and Hargittai, E.","Internet/Experience","NA",2012
2719,"Dobransky, K. and Hargittai, E.","Health Status","NA",2012
2719,"Dobransky, K. and Hargittai, E.","Internet/Access","NA",2012
2726,"de Jesus, M.","S/Financial-Health Insurance","NA",2013
2726,"de Jesus, M.","Health Status","NA",2013
2726,"de Jesus, M.","S/Age","NA",2013
2726,"de Jesus, M.","S/Gender","NA",2013
2726,"de Jesus, M.","S/Health/Health Literacy","NA",2013
2726,"de Jesus, M.","S/Language","NA",2013
2726,"de Jesus, M.","Non-healthcare/Type","NA",2013
2742,"Calvert, J. K., Aidala, A. A. and West, J. H.","S/Financial-Capital","ecological models",2013
2742,"Calvert, J. K., Aidala, A. A. and West, J. H.","Environ/Network","ecological models",2013
2742,"Calvert, J. K., Aidala, A. A. and West, J. H.","S/Education","ecological models",2013
2743,"Callejas-Rubio, J. L., Ríos-Fernández, R., Barnosi-Marín, A. C., García-Hernández, F. J., Vargas-Hitos, J. A., Camps-García, M. T., González-Nieto, J. A., Sánchez-Román, J., Jiménez-Alonso, J., De Ramón Garrido, E. and Otego-Centeno, N.","S/Age","NA",2014
2743,"Callejas-Rubio, J. L., Ríos-Fernández, R., Barnosi-Marín, A. C., García-Hernández, F. J., Vargas-Hitos, J. A., Camps-García, M. T., González-Nieto, J. A., Sánchez-Román, J., Jiménez-Alonso, J., De Ramón Garrido, E. and Otego-Centeno, N.","S/Education","NA",2014
2743,"Callejas-Rubio, J. L., Ríos-Fernández, R., Barnosi-Marín, A. C., García-Hernández, F. J., Vargas-Hitos, J. A., Camps-García, M. T., González-Nieto, J. A., Sánchez-Román, J., Jiménez-Alonso, J., De Ramón Garrido, E. and Otego-Centeno, N.","S/Gender","NA",2014
2743,"Callejas-Rubio, J. L., Ríos-Fernández, R., Barnosi-Marín, A. C., García-Hernández, F. J., Vargas-Hitos, J. A., Camps-García, M. T., González-Nieto, J. A., Sánchez-Román, J., Jiménez-Alonso, J., De Ramón Garrido, E. and Otego-Centeno, N.","S/Society/Engagement","NA",2014
2743,"Callejas-Rubio, J. L., Ríos-Fernández, R., Barnosi-Marín, A. C., García-Hernández, F. J., Vargas-Hitos, J. A., Camps-García, M. T., González-Nieto, J. A., Sánchez-Román, J., Jiménez-Alonso, J., De Ramón Garrido, E. and Otego-Centeno, N.","Healthcare/Beliefs","NA",2014
2743,"Callejas-Rubio, J. L., Ríos-Fernández, R., Barnosi-Marín, A. C., García-Hernández, F. J., Vargas-Hitos, J. A., Camps-García, M. T., González-Nieto, J. A., Sánchez-Román, J., Jiménez-Alonso, J., De Ramón Garrido, E. and Otego-Centeno, N.","Internet/Access","NA",2014
2743,"Callejas-Rubio, J. L., Ríos-Fernández, R., Barnosi-Marín, A. C., García-Hernández, F. J., Vargas-Hitos, J. A., Camps-García, M. T., González-Nieto, J. A., Sánchez-Román, J., Jiménez-Alonso, J., De Ramón Garrido, E. and Otego-Centeno, N.","Internet/Experience","NA",2014
2750,"Bishop, M., Frain, M. P., Espinosa, C. T. and Stenhoff, D. M.","Health Cond","NA",2009
2750,"Bishop, M., Frain, M. P., Espinosa, C. T. and Stenhoff, D. M.","Health Cond/Beliefs","NA",2009
2750,"Bishop, M., Frain, M. P., Espinosa, C. T. and Stenhoff, D. M.","Health Cond/Duration","NA",2009
2750,"Bishop, M., Frain, M. P., Espinosa, C. T. and Stenhoff, D. M.","Health Cond/Treatment","NA",2009
2750,"Bishop, M., Frain, M. P., Espinosa, C. T. and Stenhoff, D. M.","S/Age","NA",2009
2750,"Bishop, M., Frain, M. P., Espinosa, C. T. and Stenhoff, D. M.","S/Household","NA",2009
2753,"Beck, F., Richard, J. B., Nguyen-Thanh, V., Montagni, I., Parizot, I. and Renahy, E.","Affect","NA",2014
2753,"Beck, F., Richard, J. B., Nguyen-Thanh, V., Montagni, I., Parizot, I. and Renahy, E.","Attitude/Concern","NA",2014
2753,"Beck, F., Richard, J. B., Nguyen-Thanh, V., Montagni, I., Parizot, I. and Renahy, E.","Health Cond","NA",2014
2753,"Beck, F., Richard, J. B., Nguyen-Thanh, V., Montagni, I., Parizot, I. and Renahy, E.","Health Cond/Beliefs","NA",2014
2753,"Beck, F., Richard, J. B., Nguyen-Thanh, V., Montagni, I., Parizot, I. and Renahy, E.","Health Cond/Knowledge","NA",2014
2753,"Beck, F., Richard, J. B., Nguyen-Thanh, V., Montagni, I., Parizot, I. and Renahy, E.","Health Status","NA",2014
2753,"Beck, F., Richard, J. B., Nguyen-Thanh, V., Montagni, I., Parizot, I. and Renahy, E.","S/Employment","NA",2014
2753,"Beck, F., Richard, J. B., Nguyen-Thanh, V., Montagni, I., Parizot, I. and Renahy, E.","S/Gender","NA",2014
2753,"Beck, F., Richard, J. B., Nguyen-Thanh, V., Montagni, I., Parizot, I. and Renahy, E.","Healthcare/Experience","NA",2014
2753,"Beck, F., Richard, J. B., Nguyen-Thanh, V., Montagni, I., Parizot, I. and Renahy, E.","S/Financial-Income","NA",2014
2761,"Zhao, S.","S/Age","NA",2009
2761,"Zhao, S.","S/Education","NA",2009
2761,"Zhao, S.","S/Gender","NA",2009
2761,"Zhao, S.","Internet/Access","NA",2009
2768,"Yaşin, B. and Özen, H.","Info/Attitude/Trust","NA",2011
2768,"Yaşin, B. and Özen, H.","Info/Beliefs","NA",2011
2776,"Viswanath, K. and Ackerson, L. K.","S/Education","Structural Information Model",2011
2776,"Viswanath, K. and Ackerson, L. K.","S/Language","Structural Information Model",2011
2776,"Viswanath, K. and Ackerson, L. K.","S/Race or Ethnicity","Structural Information Model",2011
2776,"Viswanath, K. and Ackerson, L. K.","S/Financial-Income","Structural Information Model",2011
2792,"Sung, V. W., Raker, C. A., Myers, D. L. and Clark, M. A.","Health Cond/Treatment","Autoonomy Preference Index (API);Control Preferences Scale (CPS)",2010
2792,"Sung, V. W., Raker, C. A., Myers, D. L. and Clark, M. A.","S/Education","Autoonomy Preference Index (API);Control Preferences Scale (CPS)",2010
2812,"Saulsberry, L., Price, M. and Hsu, J.","S/Financial-Health Insurance","NA",2010
2812,"Saulsberry, L., Price, M. and Hsu, J.","S/Age","NA",2010
2812,"Saulsberry, L., Price, M. and Hsu, J.","S/Gender","NA",2010
2812,"Saulsberry, L., Price, M. and Hsu, J.","S/Education","NA",2010
2812,"Saulsberry, L., Price, M. and Hsu, J.","S/Race or Ethnicity","NA",2010
2812,"Saulsberry, L., Price, M. and Hsu, J.","Health Status","NA",2010
2812,"Saulsberry, L., Price, M. and Hsu, J.","Health Cond","NA",2010
2812,"Saulsberry, L., Price, M. and Hsu, J.","Health Cond/Family","NA",2010
2812,"Saulsberry, L., Price, M. and Hsu, J.","S/Carer","NA",2010
2812,"Saulsberry, L., Price, M. and Hsu, J.","S/Location","NA",2010
2812,"Saulsberry, L., Price, M. and Hsu, J.","S/Financial-Capital","NA",2010
2815,"Roncancio, A. M., Berenson, A. B. and Rahman, M.","Internal locus of control","Theory of Health Locus of Control",2012
2815,"Roncancio, A. M., Berenson, A. B. and Rahman, M.","S/Age","Theory of Health Locus of Control",2012
2815,"Roncancio, A. M., Berenson, A. B. and Rahman, M.","S/Race or Ethnicity","Theory of Health Locus of Control",2012
2815,"Roncancio, A. M., Berenson, A. B. and Rahman, M.","S/Financial-Income","Theory of Health Locus of Control",2012
2819,"Renahy, E., Parizot, I. and Chauvin, P.","Info/Health/Info Seeking","NA",2010
2819,"Renahy, E., Parizot, I. and Chauvin, P.","S/Age","NA",2010
2819,"Renahy, E., Parizot, I. and Chauvin, P.","S/Education","NA",2010
2819,"Renahy, E., Parizot, I. and Chauvin, P.","Internet/Access","NA",2010
2819,"Renahy, E., Parizot, I. and Chauvin, P.","Internet/Beliefs","NA",2010
2819,"Renahy, E., Parizot, I. and Chauvin, P.","S/Household","NA",2010
2819,"Renahy, E., Parizot, I. and Chauvin, P.","S/Carer","NA",2010
2819,"Renahy, E., Parizot, I. and Chauvin, P.","Health Cond","NA",2010
2819,"Renahy, E., Parizot, I. and Chauvin, P.","Health Status","NA",2010
2819,"Renahy, E., Parizot, I. and Chauvin, P.","Healthcare/Experience","NA",2010
2819,"Renahy, E., Parizot, I. and Chauvin, P.","Attitude/Concern","NA",2010
2819,"Renahy, E., Parizot, I. and Chauvin, P.","Healthcare/Beliefs","NA",2010
2834,"Myrick, J. G., Willoughby, J. F., Noar, S. M. and Brown, J.","Affect","NA",2013
2844,"Matter, B., Feinberg, M., Schomer, K., Harniss, M., Brown, P. and Johnson, K.","S/Age","NA",2009
2844,"Matter, B., Feinberg, M., Schomer, K., Harniss, M., Brown, P. and Johnson, K.","S/Education","NA",2009
2844,"Matter, B., Feinberg, M., Schomer, K., Harniss, M., Brown, P. and Johnson, K.","S/Race or Ethnicity","NA",2009
2844,"Matter, B., Feinberg, M., Schomer, K., Harniss, M., Brown, P. and Johnson, K.","Internet/Access","NA",2009
2857,"Lemire, M., Paré, G., Sicotte, C. and Harvey, C.","Attitude/Concern","NA",2008
2857,"Lemire, M., Paré, G., Sicotte, C. and Harvey, C.","Info/Attitude/Trust","NA",2008
2857,"Lemire, M., Paré, G., Sicotte, C. and Harvey, C.","Info/Beliefs","NA",2008
2857,"Lemire, M., Paré, G., Sicotte, C. and Harvey, C.","S/Gender","NA",2008
2857,"Lemire, M., Paré, G., Sicotte, C. and Harvey, C.","Healthcare/Beliefs","NA",2008
2857,"Lemire, M., Paré, G., Sicotte, C. and Harvey, C.","Non-healthcare/Type","NA",2008
2863,"Kwon, N. and Kim, K.","Health Cond","NA",2009
2863,"Kwon, N. and Kim, K.","Info/Health/Info Seeking","NA",2009
2863,"Kwon, N. and Kim, K.","Info/Health/Info Seeking/Beliefs","NA",2009
2863,"Kwon, N. and Kim, K.","S/Employment","NA",2009
2863,"Kwon, N. and Kim, K.","S/Health/Health Literacy","NA",2009
2863,"Kwon, N. and Kim, K.","Internet/Access","NA",2009
2863,"Kwon, N. and Kim, K.","Internet/Attitude/Trust","NA",2009
2863,"Kwon, N. and Kim, K.","Internet/Experience","NA",2009
2863,"Kwon, N. and Kim, K.","Non-healthcare/Type","NA",2009
2866,"Kowalski, C., Kahana, E., Kuhr, K., Ansmann, L. and Pfaff, H.","S/Financial-Health Insurance","NA",2014
2866,"Kowalski, C., Kahana, E., Kuhr, K., Ansmann, L. and Pfaff, H.","S/Age","NA",2014
2866,"Kowalski, C., Kahana, E., Kuhr, K., Ansmann, L. and Pfaff, H.","S/Education","NA",2014
2866,"Kowalski, C., Kahana, E., Kuhr, K., Ansmann, L. and Pfaff, H.","S/Household","NA",2014
2869,"Kim, A. S., Poisson, S. N., Easton, J. D. and Johnston, S. C.","Health Cond","NA",2012
2869,"Kim, A. S., Poisson, S. N., Easton, J. D. and Johnston, S. C.","Health Cond/Duration","NA",2012
2869,"Kim, A. S., Poisson, S. N., Easton, J. D. and Johnston, S. C.","Health Cond/Side Effects","NA",2012
2869,"Kim, A. S., Poisson, S. N., Easton, J. D. and Johnston, S. C.","S/Age","NA",2012
2869,"Kim, A. S., Poisson, S. N., Easton, J. D. and Johnston, S. C.","Healthcare/Familiarity","NA",2012
2873,"Kealey, E. and Berkman, C. S.","Attitude/Concern","Theory of Planned Behavior (TPB);Self-Efficacy Theory",2010
2873,"Kealey, E. and Berkman, C. S.","Health Cond","Theory of Planned Behavior (TPB);Self-Efficacy Theory",2010
2873,"Kealey, E. and Berkman, C. S.","Health Cond/Family","Theory of Planned Behavior (TPB);Self-Efficacy Theory",2010
2873,"Kealey, E. and Berkman, C. S.","Health Status","Theory of Planned Behavior (TPB);Self-Efficacy Theory",2010
2873,"Kealey, E. and Berkman, C. S.","Info/Health/Info Seeking","Theory of Planned Behavior (TPB);Self-Efficacy Theory",2010
2873,"Kealey, E. and Berkman, C. S.","S/Age","Theory of Planned Behavior (TPB);Self-Efficacy Theory",2010
2873,"Kealey, E. and Berkman, C. S.","S/Education","Theory of Planned Behavior (TPB);Self-Efficacy Theory",2010
